Name	Country	Sector	Type	Desc	Departments	City	Year	Size	Url	Id	Type
Access to Information Programme	Bulgaria	Nonprofit	Governance	Access to Information Programme Foundation has been perseveringly following its mission to assist the exercise of the right to informatio					http://www.aip-bg.org	488	research	1	uses open data as part of its core mission	0		0		0		0	
Open Data CZ	Czech Republic	Developer group	Governance	Open Data CZ is an initiative for transparent data infrastructure.	Business, Czech Republic, national; Education, Czech Republic, national; Government operations, Czech Republic, national; Government operations, Czech Republic, local; Health/healthcare, Czech Republic, national; 	Prague	2011	1/10/2015	http://www.opendata.cz/en/node/23	1110	research	0		1	apps showing results of inspections by Czech authorities, maps of public contracts and public budget spending	1	app showing data about schools linked from different official registers	0		0	
Open Knowledge Czech Republic	Czech Republic	Developer group	Governance	Open Knowledge Czech Republic is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.			2011		http://cz.okfn.org/	1124	research	1	various projects related to open data, e.g. Hackathons	0		0		0		0	
Otakar Motejl Fund	Czech Republic	Nonprofit	Governance	The Fund administers NášStát, a platform that brings together more than three dozen online tools and applications that help citizens to supervise the work of politicians and civil servants to improve their environment and participate actively in public life.	Government operations, Czech Republic, Local; 	Prague	2014		http://www.nasstat.cz/aktualni-deni/1-prazsky-geodata-hackathon/	1163	research	0		0		0		0		0	
Vasmajetek	Czech Republic	For-profit	Housing/real estate	A comprehensive database with information on auctions, auctions and estate sales state, counties, cities and municipalities and executory confiscated.	Housing, Czech Republic, local; 	Prague	2013	1/10/2015	http://www.vasmajetek.cz/	1346	research	0		0		1	Monitors the selling of state assets, and thus serve both citizens and public finances	0		0	
Javelin	Czech Republic	For-profit	Research and consulting	Javelin is a data integration software and solutions provider for mass data processing that offers data integration consulting services and custom software development.		Prague	2012		http://www.javlininc.com/en/	FbsbY0MYUl	research	0		0		1		0		0	
Danish Supermarckets Developer	Denmark	Nonprofit	Consumer services	The first version of the Dansk Supermarked public API is an open source for developers to information about all of our 1200+ stores: Country, city, zip code, GPS coordinates and of course opening hours.	Geospatial/mapping, null, Null; 				https://developer.dansksupermarked.dk/v1/overview/	633	research	0		0		1		0		0	
Open Knowledge Denmark	Denmark	Developer group	Governance	Open Knowledge Denmark works on strengthening and expanding the open knowledge community in Denmark through event organizing, outreach and social gatherings.			2013		http://dk.okfn.org/	1125	research	1	various projects related to open data, e.g. Data workshops	0		0		0		0	
Boliga	Denmark	For-profit	Housing/real estate	Boliga is a Danish real estate portal.	Geospatial/mapping, Denmark, National; Housing, Denmark, National; 	Copenhagen	2007	11-50	http://www.boliga.dk	KOLFqmzu0t	submitted survey	0		1		0		0		0	
BlindSquare	Finland	For-profit	Geospatial/mapping	BlindSquare is a GPS-app developed for the blind or visually impaired. It describes the environment, announces points of interest and street intersections as you travel.	Geospatial/mapping, null, national; 	Helsinki			http://blindsquare.com/	546	research	0		1	Data-driven app for the visually-impaired	0		0		0	
Essentia Solutions	Finland	For-profit	Data/information technology	Simple and elegant solutions for apps.	Transportation, Finland, local; 	Helsinki			http://www.essentia.fi/	888	research	0		1	ReittiGPS uses transport data	0		0		0	
Flo Apps	Finland	For-profit	Data/information technology	Flo Apps create responsive web and data visualizations	Other, Finland, national; Other, Finland, local; 	Helsinki			http://www.floapps.com/	919	research	0		1	uses open data in various projects, .e.g. Nuhasää; Open Data Report	0		0		0	
Hahmota Oy	Finland	For-profit	Media and communications	The FinanceTree is their a data visualisation tool that turns your financial data, such as income statements and balance sheets, into captivating visualisations.	Government operations, Finland, national; Government operations, Finland, local; 	Helsinki			http://www.veropuu.fi/	971	research	0		0		1	FinanceTree is used to visualize open data	0		0	
Paastot.fi	Finland	Other	Environment	Paastot.fi shows Europe's biggest polluters on an interactive map interface.		Helsinki			http://Paastot.fi	1166	research	0		1	The platform provides information on emissions in surrounding areas. Users can compare, for example, the Talvivaara mine and coal-fired central Helsinki various pollutants emission levels.	0		0		0	
Sanoma Oyj	Finland	For-profit	Media and communications	Sanoma News is Finland’s leading newspaper publisher and online media operator.		Helsinki	1999	1000+	https://www.sanoma.com	1230	research	0		0		1	Sanoma News uses open data in various investigations, and is a partner in the CitySDK project	0		0	
Suomen Asiakastieto Oy	Finland	For-profit	Business and legal services	Asiakastieto is a reliable, impartial producer of data, which secures the possibilities of both enterprises and individuals to act in matters relating to credits and trade.	Business, Finland, national; 	Helsinki	1963	51-200	http://www.asiakastieto.fi/	1281	research	0		1	uses open data on businesses	0		0		0	
vCloud'N'Sci.fi	Finland	For-profit	Data/information technology	Algorithms as a Service	Other, Finland, national; Other, Finland, Local; 	Helsinki			http://cloudnsci.fi/	1347	research	0		1	uses open data in various projects	0		0		0	
3Tier (Europe)	Finland	For-profit	Environment	3TIER is a global environmental and industrial measurement company providing weather-driven renewable energy risk assessment and forecasting for wind, solar, and hydro power projects.	Environment, Finland, National; Other, Finland, National; 	Helsinki	2012		http://www.3tier.com/en/europe/	tEOfQo7ERW	research	0		1		0		0		0	
Data Publica	France	For-profit	Data/information technology	Data Publica provides data services such as data on demand, data as a service, data augmentation, customized dashboards and a free public data directory rich of more than 15 800 datasets from public and private editors.	Government operations, France, national; Business, France, local; Legal, France, national; Demographics and social, France, national; Health/healthcare, France, national; Economics, France, National; Transportation, France, Local; 		2011	11-50	http://www.data-publica.com/	637	research	0		1	hosts open data from many governmental agencies	0		0		0	
Groupe EDF	France	For-profit	Energy	The EDF group is active in all major electricity businesses.	Energy, France, National; 			1000+	http://www.edf.com/	963	research	0		0		1		0		0	
Groupe Revue Fiduciaire	France	For-profit	Business and legal services	Groupe Revue Fiduciaire provides solutions for professionals or businesses in range of areas including information services, traning, software and online services.	Economics, France, National; Demographics and social, France, National; 		1917	201-1000	http://corporate.grouperf.com/	964	research	0		0		1		0		0	
J ++ Paris-Berlin	France	For-profit	Media and communications	J ++ Paris-Berlin shares the conviction that data can help improve journalism, public discourse and decision-making and we want to help you unlock that potential.		Paris		1/10/2015	http://www.jplusplus.org	1015	research	0		1	uses open data in various projects, e.g. Detective.io; Politinder; Open Data strategy at ANDRA; Spending stories	0		0		0	
La fabrique de la loi	France	Nonprofit	Governance	A parliamentary monitoring website which gives an unprecedented view of more than 40,000 amendments to some 300 French legal texts, conducted by  and teams of two research laboratories of Sciences Po Paris, the European Studies Centre and médialab.	Legal, France, national; 		2011		http://www.lafabriquedelaloi.fr/	1031	research	0		0		0		0		0	
Le Monde - Les Décodeurs	France	For-profit	Media and communications	Les Décodeurs at Le Monde, a French daily newspaper, check the declarations, assertions and rumors of all kinds; they put the information in the form and hand it in context.					http://www.lemonde.fr/les-decodeurs/	1039	research	0		0		1	data visualization and fact-checking	0		0	
Libertic	France	Developer group	Governance	Libertic aims to promote e-democracy and the opening of public data.			2009		https://libertic.wordpress.com/	1046	research	0		0		0		0		0	
medicat.io	France	Developer group	Healthcare	medicat.io offers a set of services that aim to improve the accessibility of information related to available drugs for sale, to support the consumer in its preliminary approach and help to become better informed before discuss this with your pharmacist or doctor.	Health/healthcare, France, National; 		2015	1/10/2015	http://medicat.io/	1068	research	0		0		0		0		0	
Meteo Protect	France	For-profit	Insurance	Meteo Protect combines Big Data, climatology, and proprietary pricing models to protect companies and institutions from financial losses caused by unfavorable weather conditions.	Weather, null, national; 		2011	11-50	http://www.meteoprotect.com/	1073	research	0		0		1	uses weather data for better meteorological forecast	0		0	
Open Knowledge France	France	Developer group	Governance	Open Knowledge France is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.			2012		http://fr.okfn.org/	1128	research	1	various projects related to open data, e.g. School of data	0		0		0		0	
OpenData France	France	Other	Governance	The Open Data France association aims to unite and support communities actively engaged in a process of opening government data and encouraging all the steps taken by these communities to the promotion of open data.			2013		http://www.opendatafrance.net/	1148	research	1	works withcommunities engaged in the Open Data movement.	0		0		0		0	
Orange France	France	For-profit	Telecommunications/internet service providers (ISPs)	Orange France is one of the main telecommunications providers in the country.			1988	1000+	http://www.orange.fr	1162	research	0		0		1		0		0	
Regards Citoyens	France	Nonprofit	Governance	Regards Citoyens is anassociation of citizens of all ages and regions, all volunteers, who met online with a common goal to offer simplified access to public information about democratic institutions and processes	Government operations, France, local; Legal, France, national; 		2011	11-50	http://www.regardscitoyens.org/qui-sommes-nous/	1217	research	0		0		0		0		0	
Snips	France	For-profit	Data/information technology	By analyzing a person's context, Snips can predict what people need to do with their devices, enabling faster, more ubiquitous access to all their services.	Transportation, France, Local; 		2013	1/10/2015	http://snips.net/	1250	research	0		0		1		0		0	
Modulaweb	France	For-profit	Research and consulting	Modulaweb works uniquely with OpenSource software and/or producing or consuming Open Data, as well as (h)ac(k)tivism and lobbying to see more data opened.	Arts and culture, France, National; Arts and culture, France, Local; Business, France, National; Business, France, Local; Demographics and social, France, Local; Economics , France, National; Economics , France, Local; Environment, France, National; Environment, France, Local; Geospatial/mapping, France, National; Geospatial/mapping, France, Local; Health/healthcare, France, National; Health/healthcare, France, Local; Science and research, France, National; Science and research, France, Local; Public safety, France, Local; Tourism, France, National; Tourism, France, Local; Transportation, France, National; Transportation, France, Local; Weather, France, National; Demographics and social, France, National; 	Montpellier	2009	1/10/2015	https://modulaweb.fr	97Y9J3NwXd	submitted survey	1	(H)ac(k)tivism, lobbying, consulting	1	City accessibility indices, public transportation analyst and optimizer, automatic transport calculator based on habbits, calendar and weather	0		1	Member of groups thinking about how the transportation data can be used a better way	0	
Open Data Services	France	For-profit	Data/information technology	Open Data Services helps companies use open data to build new products and services. It provides services around searching data, storage, data mining and data visualization.		Lyon	2015	1/10/2015	http://opendataservices.fr/data-plus/notre-offre/diagramme-de-l-offre	NRz5Jkw6ZT	submitted survey	0		1		0		0		0	
SB Consulting for Development	France	For-profit	Research and consulting	SB Consulting (SBC4D) specializes in research & development, program management and execution in the ICTD sector. 	Other, Ghana, National; Other, Chile, National; Other, Indonesia, National; 	Toulouse			http://www.sbc4d.com/	xELz7zdmQr	research	0		0		0		1		0	
Institute for Development of Freedom of Information	Georgia	Nonprofit	Governance	IDFI's mission is to promote openness and transparency of the government, establish an informed society and support development of democratic values through ensuring access to public information.	Other, Georgia, National; Other, Georgia, Local; 	Tbilisi	2009	11-50	https://idfi.ge/en	kJJsbB5LhS	research	1		0		0		0		0	
Open Society Georgia Foundation	Georgia	Nonprofit	Governance	The Open Society Georgia Foundation cooperates with local partners, focusing on human rights and development challenges raised by recent regional conflicts.		Tbilisi	1994		https://www.opensocietyfoundations.org	w7WJ6Kyg0Y	research	1	Involved in a variety of project that use open data, including the Public Information Database - www.opendata.ge.	0		0		0		0	
Abgeordnetenwatch	Germany	Nonprofit	Governance	abgeordnetenwatch.de is the direct line of citizens to the deputies and Kandierenden. "Citizens ask - politicians respond" is the core of the portal . The public dialogue creates transparency and ensures a liability in the statements of politicians.	Government operations, Germany, national; 	Hamburg	2004		https://www.abgeordnetenwatch.de	482	research	1	uses parliament data	0		0		0		0	
ally	Germany	For-profit	Transportation and logistics	 ally is an urban mobility app that lets you compare timetables, prices and durations for different routes and modes of transport.	Transportation, Germany, Local; Transportation, Switzerland, Local; Transportation, Austria, Local; Transportation, Ireland, Local; 	Berlin	2014		http://www.allryder.com/	506	research	0		1	Door2Door application	0		0		0	
Climate Knowledge Brokers (CKB)	Germany	Other	Energy	The Climate Knowledge Brokers (CKB) Group is an emerging alliance of around 150 of the leading global, local and national knowledge brokers specialising in climate and development information.	Energy, null, null; Environment, null, null; 		2011	51-200	http://www.climateknowledgebrokers.net/	591	research	0		0		1		0		0	
Code for Germany	Germany	Developer group	Governance	Code for Germany aims to promote developments in the area of transparency, open data and Civic Tech.	Government operations, Germany, national; Government operations, Germany, local; Environment, Germany, local; 	Berlin			http://codefor.de/	595	research	1	use of open data in various projects, e.g. Bürger Baut Stadt, Was steckt in meinem Leitungswasser?	0		0		0		0	
J ++ Cologne	Germany	For-profit	Media and communications	J ++ Cologne works with media companies, train journalists on how to work with data and to create data-driven news projects and apps.				1/10/2015	http://www.jplusplus.org	1014	research	0		1	uses open data in various projects	0		0		0	
Sona	Germany	For-profit	Mining/manufacturing	The Sona Group manufactures components for the automotive industry and has engineering capabilities in the areas of machining and assembly, precision forging, cold & hot forging and heat treatment.	Housing, Germany, national; Transportation, Germany, national; 		1987		http://www.sonagroup.com	1259	research	0		0		1	Combines real estate data with transportation data to help choose the best location to live in terms of travel time to important places, like schools	0		0	
Sozialhelden e.V.	Germany	Nonprofit	Other	The aim of Soizialhelden is to make social action attractive and visible.	Transportation, Germany, local; 	Berlin	2014		http://www.sozialhelden.de	1260	research	1	BrokenLifts app uses publishes all out-of-order elevators at public transit stations in the metropolitan region of Berlin.	0		0		0		0	
Technologiestiftung Berlin	Germany	Nonprofit	Governance	Technologiestiftung Berlin supports strategy development, education and science communication.	Government operations, Germany, local; 	Berlin			https://www.technologiestiftung-berlin.de	1289	research	1	development of Berlin as an European city for open data.	0		0		0		0	
Transparency International	Germany	Nonprofit	Governance	Through more than 90 chapters worldwide and an international secretariat in Berlin, Germany, Transparency International raises awareness of the damaging effects of corruption and works with partners in government, business and civil society to develop and implement effective measures to tackle it.	Government operations, null, national; 	Berlin	1993	51-200	http://www.transparency.org/	1313	research	0		0		0		1	uses open data to produce tools and policy positions to offer insights into the dynamics of corruption and new approaches to tackling it.	0	
Trinkwasser	Germany	Developer group	Water and sanitation	The Code for Germany team in Heilbronn developed a project providing local residents the exact breakdown of minerals and chemicals in their water based on their location. The project has proved to be a powerful open data-fueled information source directly related to everyday citizen consumption.	Environment, Germany, local; 			1/10/2015	http://opendatalab.de/projects/trinkwasser/	1320	research	0		1	website use local administration data to allow anyone to view what is contained in their water.	0		0		0	
viomedo	Germany	For-profit	Healthcare	viomedo is the first online platform in Germany that gives patients full transparency into innovative treatment options and allows them to consider the participation in a clinical trial that they might benefit from.	Science and research, Germany, National; Education, Germany, national; Science and research, null, null; 	Berlin		1/10/2015	http://www.viomedo.de	1352	research	0		0		1		0		0	
Buddycloud Ltd	Germany	For-profit	Data/information technology	We build the open source tools and services to help developers add user, group and social messaging to their apps.	Demographics and social, Germany, National; Geospatial/mapping, Germany, National; Demographics and social, United Kingdom, National; Geospatial/mapping, United Kingdom, National; Demographics and social, South Africa, National; Demographics and social, South Africa, Local; Geospatial/mapping, South Africa, National; Geospatial/mapping, South Africa, Local; 	Berlin	2014	1/10/2015	http://buddycloud.com	GgnhYk5ch8	submitted survey	0		1	We use openstreetmap location data in our location server to reverse geocode neighbourhood names out of latitude/longitude data	0		0		0	
Module Machine International	Germany	For-profit	Education	Module Machine International empowers companies and individuals to execute their demand for flexible education and training of the highest quality at the most affordable price.	Education, Germany, Local; Education, United Kingdom, Local; Education, United States, Local; 	Berlin	2018	1/10/2015	http://www.modulemachine.net	PT1Owm1Who	submitted survey	0		1	Tendering service: Companies tender education and training need to the global education market with full control over price and quality.	1	Database subscriptions: For companies and universities, we provide a unified information space, metrically assessing the quality of courses and teachers at top universities, business schools, and online providers.	0		0	
GraphDefined GmbH	Germany	For-profit	Data/information technology	GraphDefined helps customers not only to open up their own data, but also consume and improve external open data  a in a secure and privacy aware manner.	Business, Germany, Local; Consumer, Germany, Local; Demographics and social, Germany, Local; Economics , Germany, Local; Energy, Germany, National; Energy, Germany, Local; Environment, Germany, National; Environment, Germany, Local; Finance, Germany, Local; Geospatial/mapping, Germany, National; Geospatial/mapping, Germany, Local; Science and research, Germany, National; Science and research, Germany, Local; Tourism, Germany, Local; Transportation, Germany, National; Transportation, Germany, Local; Weather, Germany, National; Weather, Germany, Local; Business, Switzerland, Local; Consumer, Switzerland, Local; Demographics and social, Switzerland, Local; Economics , Switzerland, Local; Energy, Switzerland, National; Energy, Switzerland, Local; Environment, Switzerland, National; Environment, Switzerland, Local; Finance, Switzerland, Local; Geospatial/mapping, Switzerland, National; Geospatial/mapping, Switzerland, Local; Science and research, Switzerland, National; Science and research, Switzerland, Local; Tourism, Switzerland, Local; Transportation, Switzerland, National; Transportation, Switzerland, Local; Weather, Switzerland, National; Weather, Switzerland, Local; 	Jena	2014	1/10/2015	http://www.graphdefined.com	lSI1tufvSZ	submitted survey	0		1	Create and provide the tools for reliable Open Data, therefore the impact is best described as technological.	0		0		0	
GFOSS	Greece	Nonprofit	Scientific research	Greek Free/Open Source Software Society(GFOSS) aims to promote Openness through the use and development of Open Standards and Open Technologies in Education, Public Administration and Business in Greece.		Athens	2008		https://ellak.gr/greek-free-open-source-software-societygfoss/	948	research	1	member of the Open Government Partnership (OGP) Network, Node of the Open Data Institute, member of the Open Budget Initiative and member of the Open Policy Network	0		0		0		0	
K-Monitor	Hungary	Nonprofit	Governance	K-Monitor is an anti-corruption NGO which promote the transparency of public spending in Hungary	Government operations, Hungary, National; 		2007		http://www.k-monitor.hu/	1022	research	0		0		0		0		0	
Mapsolutions	Hungary	For-profit	Geospatial/mapping	Creator of otthonterkep.hu , a map-based database of real estate for sale/to rent.	Demographics and social, Hungary, Local; Housing, Hungary, Local; 	Budapest	2014	1/10/2015	http://otthonterkep.hu	4mL0YgOfTS	research	0		1	Map of real estate for sale/to let to help better understand the areas certain buildings/plots are located (otthonterkep.hu)	0		0		0	
Aianalytics	Ireland	For-profit	Data/information technology	Applied Intelligence Analytics develops customer-tailored data analytics software solutions, by identifying business risks and providing actionable insights for risk management.			2013	1/10/2015	http://www.aianalytics.ie/index.html	498	research	0		0		1	Aianalytics uses data from government agencies to provide data analytics solutions for detecting fraud (fraud control), threats detection, and cybersecurity. It also uses analytics solutions to provide other forms of risk management to companies and public organisations	0		0	
Code for Ireland	Ireland	Developer group	Governance	Code for Ireland are building interdisciplinary teams of marketers, designers, developers and OpenGov specialists to design and create apps that will leverage open government datasets and simplify interfaces, hereby empowering citizens.	Government operations, Ireland, national; Government operations, Ireland, local; 		2009		http://codeforireland.com/	597	research	1	uses data in My Q http	0		0		0		0	
Dublinked	Ireland	Nonprofit	Research and consulting	Dublinked is a local data sharing initiative seeing previously unreleased public operational data being made available online for others to research or reuse.	Other, Ireland, local; 		2011		http://www.dublinked.ie/	665	research	0		0		0		0		0	
Indigo connect	Ireland	For-profit	Tourism	Indigo-Connect is a transfer distribution network, with a simple goal of making it as easy as possible to buy and sell an airport-to-city transfer, whether municipal services, trains, taxis, shuttles or private hire.	Transportation, null, Null; 				http://www.indigo-connect.com/	987	research	0		0		1	Uses transport data to advise travellers on travel information, e.g. means of travel, booking, etc	0		0	
Insight Centre for Data Analytics	Ireland	Other	Data/information technology	The Insight Centre is designed to provide a national ICT research platform for Ireland based on targeted research programmes.			2013	201-1000	https://www.insight-centre.org/	996	research	0		0		0		0		0	
Pharmapod	Ireland	For-profit	Healthcare	Pharmapod is a Global Reporting & Learning System (#GRLS) for pharmacists to improve standards and patient safety across healthcare systems.			2011	1/10/2015	http://www.pharmapodhq.com/	1177	research	0		0		1	Pharmapod uses data on pharmacies and medicines in Ireland to inform risk management and report systems for pharnacies. It's Incident Reporting and Learning System (GRLS) is a cloud-based software enables pharmacists to systematically record medication-related incidents and risks in practice and carry out effective root-cause analysis.	0		0	
The Irish Times	Ireland	For-profit	Media and communications	The Irish Times is an Irish daily broadsheet newspaper.			1859	201-1000	http://www.irishtimes.com/	1297	research	0		0		1	Data related to health, traffic, housing, employment, government spending, immigration, social, technology, research, financial & business, polls, politics, are used for reporting and storytelling	0		0	
Xpreso	Ireland	For-profit	Business and legal services	Xpreso is an app that aims to bridge the gap between the customer, the delivery company and the online retailer.	Geospatial/mapping, Ireland, Null; 		2013	1/10/2015	http://web.xpreso.com/	1381	research	0		0		1	Xpreso uses postcodes and GPS to help delivery companies identify locations and address to deliver parcels by mapping locations and display them on smart devices. It gives directions to drivers of delivery companies to both company and residential locations. It enable users to increase success rate of delivery.	0		0	
Open Knowledge Ireland	Ireland	Developer group	Data/information technology	Open Knowledge Ireland is part of the global Open Knowledge non-profit network. Our mission is to open up all essential public interest information and see it used to create insight that drives change.	Business, Ireland, National; Demographics and social, Ireland, National; Economics , Ireland, National; Education, Ireland, National; Education, Ireland, Local; Geospatial/mapping, Ireland, Local; Government operations, Ireland, National; Government operations, Ireland, Local; Health/healthcare, Ireland, National; Health/healthcare, Ireland, Local; Housing, Ireland, Local; International/global development, Ireland, National; International/global development, Ireland, Local; Science and research, Ireland, National; 	Dublin	2013	1/10/2015	http://openknowledge.ie	f920iF5Abr	submitted survey	1	http://openknowledge.ie/irish-open-data-wishlist-ireland-falling-behind-its-open-data-promises-and-international-best-practice/	1	http://openknowledge.ie/projects/	1	http://openknowledge.ie/projects/open-hospital-waiting-list/. http://openknowledge.ie/opening-up-charities/	1	http://openknowledge.ie/open-access-in-ireland/	0	
evodevo	Italy	For-profit	Data/information technology	Evodevo works on innovative solutions using artificial intelligence and knowledge management techniques.		Rome	2007	1/10/2015	http://www.evodevo.it/en/	902	research	0		1	creators of Open Data Ground platform	0		0		0	
Lynx	Italy	For-profit	Research and consulting	Lynx aims to offer a wide range of highly personalized services to companies that wish to innovate through the use of open source software and a better knowledge management, from distance learning up to the use of open data.		Rome	1995		http://www.lynxlab.com/	1053	research	0		1	Integrated in CitySDK	0		0		0	
Oimmei	Italy	For-profit	Media and communications	Oimmei is a passionate digital studio with the goal to help you to grow and create beautiful products.	Arts and culture, Italy, local; 		2013	1/10/2015	http://www.oimmei.com/	1102	research	0		1	EuropeanaBeacon app uses Europeana open data	0		0		0	
Open Knowledge Italia	Italy	Developer group	Governance	Open Knowledge Italy is part of a worldwide non-profit network of people passionate about openness, using advocacy, technology and training to unlock information and enable people to work with it to create and share knowledge.	Legal, Italy, national; 		2011		http://it.okfn.org/	1130	research	1	various projects related to open data, e.g.JurisWiki	0		0		0		0	
Open Pompei	Italy	Developer group	Governance	The objective of OpenPompei is to build an alliance of civic hackers, non-for profit organizations and the State which will monitor public spending, so as to fight corruption and increase efficiency.					http://www.openpompei.it/en	1144	research	1	uses open data is various projects, e.g. Ha(r)ckeology	0		0		0		0	
Spaghetti OpenData	Italy	Developer group	Governance	Spaghetti OpenData is a group of Italian citizens interested in the release of public data in open format, so as to make it easy to access and reuse (open data)			2010		http://www.spaghettiopendata.org/	1264	research	0		0		0		0		0	
Twinbit	Italy	For-profit	Data/information technology	Twinbit is a group of experts driven by the desire to provide the market with innovative IT solutions			2011		http://www.twinbit.it/	1326	research	0		0		1	use open source technologies and open-data to create unique and beautiful experiences for our customers.	0		0	
International Information Technologies University	Kazakhstan	Other	Data/information technology	Developer groups from IIT have developed a number of apps using open data.	Arts and culture, Kazakhstan, null; Public safety, Kazakhstan, local; Education, Kazakhstan, null; Tourism, Kazakhstan, null; Transportation, Kazakhstan, local; 				http://csse.faculty.iitu.kz/	1005	research	0		0		0		0		0	
Kazakhstani's Know	Kazakhstan	Nonprofit	Governance	An application that allows users to search and view data created by state bodies of the Republic of Kazakhstan	Arts and culture, Kazakhstan, National; Education, Kazakhstan, National; Demographics and social, Kazakhstan, National; 				http://bit.ly/1Q6ZbwE	1024	research	0		0		0		0		0	
Nazarbayev University	Kazakhstan	Other	Data/information technology	Nazarbayev University is an autonomous educational institution whose vision is to promote the development of education and research activities in the Republic of Kazakhstan and the formation of Astana as the research and educational center of Eurasia	Tourism, Kazakhstan, Local; 				http://nu.edu.kz/	1085	research	0		0		0		0		0	
NITEC	Kazakhstan	For-profit	Data/information technology	National Information Technologies Company (NITEC) facilitate the building up of reliable, efficient, and customer-focused public administration system through applying service-specific, organizational and information technologies.			2000		http://www.nitec.kz/	1095	research	0		0		0		0		0	
Suleyman Demirel University	Kazakhstan	Other	Education	Suleyman Demirel University is a privately supported educational institution.	Arts and culture, Kazakhstan, null; Public safety, Kazakhstan, null; Education, Kazakhstan, null; Tourism, Kazakhstan, Local; Demographics and social, Kazakhstan, National; 		1996		http://sdu.edu.kz/	1276	research	0		0		0		0		0	
Open Data Kosovo	Kosovo	Developer group	Data/information technology	Open Data Kosovo is the home of Kosovo's open data.	Government operations, null, national; Public safety, null, Null; Health/healthcare, null, Null; Business, null, local; 				http://opendatakosovo.org/	1113	research	0		1	illegal dumping mapper; municipality procurement visualizer; water surface quality visualizer; election monitoring visualizer	0		0		0	
University of Cyril & Methodius	Macedonia, FYR	Other	Education	The Faculty of Computer Science and Engineering (FCSE) within the UKIM, is the largest in the field of computer science and technologies in Macedonia and the region.	Agriculture, Macedonia, The former Yugoslav Republic of, Local; Weather, Macedonia, The former Yugoslav Republic of, Local; 		1997	1000+	http://www.finki.ukim.mk/en/about-faculty/about-fcse	1336	research	0		0		0		0		0	
